match_date;match_time;competition;home_team;away_team;home_goals;away_goals;result_extra
2001-03-24;20:00;WM-Qualifikation (Europa);Deutschland;Albanien;2;1;NA
2001-03-28;20:30;WM-Qualifikation (Europa);Griechenland;Deutschland;2;4;NA
2001-05-29;19:30;Länderspiel;Deutschland;Slowakei;2;0;NA
2001-06-02;19:00;WM-Qualifikation (Europa);Finnland;Deutschland;2;2;NA
2001-06-06;19:30;WM-Qualifikation (Europa);Albanien;Deutschland;0;2;NA
2001-08-15;20:45;Länderspiel;Ungarn;Deutschland;2;5;NA
2001-09-01;19:30;WM-Qualifikation (Europa);Deutschland;England;1;5;NA
2001-10-06;16:00;WM-Qualifikation (Europa);Deutschland;Finnland;0;0;NA
2001-11-10;18:00;WM-Qualifikation (Europa);Ukraine;Deutschland;1;1;NA
2001-11-14;20:30;WM-Qualifikation (Europa);Deutschland;Ukraine;4;1;NA
2002-02-13;20:30;Länderspiel;Deutschland;Israel;7;1;NA
2002-03-27;20:45;Länderspiel;Deutschland;USA;4;2;NA
2002-04-17;20:45;Länderspiel;Deutschland;Argentinien;0;1;NA
2002-05-09;20:30;Länderspiel;Deutschland;Kuwait;7;0;NA
2002-05-14;20:45;Länderspiel;Wales;Deutschland;1;0;NA
2002-05-18;19:00;Länderspiel;Deutschland;Österreich;6;2;NA
2002-06-01;13:30;Weltmeisterschaft;Deutschland;Saudi-Arabien;8;0;NA
2002-06-05;13:30;Weltmeisterschaft;Deutschland;Republik Irland;1;1;NA
2002-06-11;13:30;Weltmeisterschaft;Kamerun;Deutschland;0;2;NA
2002-06-15;08:30;Weltmeisterschaft;Deutschland;Paraguay;1;0;NA
2002-06-21;13:30;Weltmeisterschaft;Deutschland;USA;1;0;NA
2002-06-25;13:30;Weltmeisterschaft;Deutschland;Südkorea;1;0;NA
2002-06-30;13:00;Weltmeisterschaft;Deutschland;Brasilien;0;2;NA
2002-08-21;19:45;Länderspiel;Bulgarien;Deutschland;2;2;NA
2002-09-07;19:30;EM-Qualifikation;Litauen;Deutschland;0;2;NA
2002-10-11;20:30;Länderspiel;Bosnien-Herzegowina;Deutschland;1;1;NA
2002-10-16;20:30;EM-Qualifikation;Deutschland;Färöer;2;1;NA
2002-11-20;20:00;Länderspiel;Deutschland;Niederlande;1;3;NA
2003-02-12;21:30;Länderspiel;Spanien;Deutschland;3;1;NA
2003-03-29;19:00;EM-Qualifikation;Deutschland;Litauen;1;1;NA
2003-04-30;20:40;Länderspiel;Deutschland;Serbien und Montenegro;1;0;NA
2003-06-01;19:00;Länderspiel;Deutschland;Kanada;4;1;NA
2003-06-07;16:00;EM-Qualifikation;Schottland;Deutschland;1;1;NA
2003-06-11;20:45;EM-Qualifikation;Färöer;Deutschland;0;2;NA
2003-08-20;20:45;Länderspiel;Deutschland;Italien;0;1;NA
2003-09-06;19:30;EM-Qualifikation;Island;Deutschland;0;0;NA
2003-09-10;20:45;EM-Qualifikation;Deutschland;Schottland;2;1;NA
2003-10-11;17:00;EM-Qualifikation;Deutschland;Island;3;0;NA
2003-11-15;20:30;Länderspiel;Deutschland;Frankreich;0;3;NA
2004-02-18;20:45;Länderspiel;Kroatien;Deutschland;1;2;NA
2004-03-31;20:30;Länderspiel;Deutschland;Belgien;3;0;NA
2004-04-28;19:00;Länderspiel;Rumänien;Deutschland;5;1;NA
2004-05-27;20:30;Länderspiel;Deutschland;Malta;7;0;NA
2004-06-02;20:45;Länderspiel;Schweiz;Deutschland;0;2;NA
2004-06-06;19:00;Länderspiel;Deutschland;Ungarn;0;2;NA
2004-06-15;20:45;Europameisterschaft;Deutschland;Niederlande;1;1;NA
2004-06-19;18:00;Europameisterschaft;Lettland;Deutschland;0;0;NA
2004-06-23;20:45;Europameisterschaft;Deutschland;Tschechien;1;2;NA
2004-08-18;20:45;Länderspiel;Österreich;Deutschland;1;3;NA
2004-09-08;20:45;Länderspiel;Deutschland;Brasilien;1;1;NA
2004-10-09;18:00;Länderspiel;Iran;Deutschland;0;2;NA
2004-11-17;20:40;Länderspiel;Deutschland;Kamerun;3;0;NA
2004-12-16;12:10;Länderspiel;Japan;Deutschland;0;3;NA
2004-12-19;11:00;Länderspiel;Südkorea;Deutschland;3;1;NA
2004-12-21;12:30;Länderspiel;Thailand;Deutschland;1;5;NA
2005-02-09;20:45;Länderspiel;Deutschland;Argentinien;2;2;NA
2005-03-26;20:00;Länderspiel;Slowenien;Deutschland;0;1;NA
2005-06-04;20:30;Länderspiel;Nordirland;Deutschland;1;4;NA
2005-06-08;20:45;Länderspiel;Deutschland;Russland;2;2;NA
2005-06-15;21:00;Confederations Cup;Deutschland;Australien;4;3;NA
2005-06-18;18:00;Confederations Cup;Tunesien;Deutschland;0;3;NA
2005-06-21;20:45;Confederations Cup;Argentinien;Deutschland;2;2;NA
2005-06-25;18:00;Confederations Cup;Deutschland;Brasilien;2;3;NA
2005-06-29;17:45;Confederations Cup;Deutschland;Mexiko;4;3;n.V.
2005-08-17;20:30;Länderspiel;Niederlande;Deutschland;2;2;NA
2005-09-03;20:00;Länderspiel;Slowakei;Deutschland;2;0;NA
2005-09-07;20:30;Länderspiel;Deutschland;Südafrika;4;2;NA
2005-10-08;20:00;Länderspiel;Türkei;Deutschland;2;1;NA
2005-10-12;20:30;Länderspiel;Deutschland;China;1;0;NA
2005-11-12;21:00;Länderspiel;Frankreich;Deutschland;0;0;NA
2006-03-01;21:00;Länderspiel;Italien;Deutschland;4;1;NA
2006-03-22;20:30;Länderspiel;Deutschland;USA;4;1;NA
2006-05-27;17:00;Länderspiel;Deutschland;Luxemburg;7;0;NA
2006-05-30;20:30;Länderspiel;Deutschland;Japan;2;2;NA
2006-06-02;19:00;Länderspiel;Deutschland;Kolumbien;3;0;NA
2006-06-09;18:00;Weltmeisterschaft;Deutschland;Costa Rica;4;2;NA
2006-06-14;21:00;Weltmeisterschaft;Deutschland;Polen;1;0;NA
2006-06-20;16:00;Weltmeisterschaft;Ecuador;Deutschland;0;3;NA
2006-06-24;17:00;Weltmeisterschaft;Deutschland;Schweden;2;0;NA
2006-06-30;17:00;Weltmeisterschaft;Deutschland;Argentinien;4;2;i.E.
2006-07-04;21:00;Weltmeisterschaft;Deutschland;Italien;0;2;n.V.
2006-07-08;21:00;Weltmeisterschaft;Deutschland;Portugal;3;1;NA
2006-08-16;20:45;Länderspiel;Deutschland;Schweden;3;0;NA
2006-09-02;20:45;EM-Qualifikation;Deutschland;Republik Irland;1;0;NA
2006-09-06;20:45;EM-Qualifikation;San Marino;Deutschland;0;13;NA
2006-10-07;20:00;Länderspiel;Deutschland;Georgien;2;0;NA
2006-10-11;20:45;EM-Qualifikation;Slowakei;Deutschland;1;4;NA
2006-11-15;20:00;EM-Qualifikation;Zypern;Deutschland;1;1;NA
2007-02-07;20:00;Länderspiel;Deutschland;Schweiz;3;1;NA
2007-03-24;20:45;EM-Qualifikation;Tschechien;Deutschland;1;2;NA
2007-03-28;20:00;Länderspiel;Deutschland;Dänemark;0;1;NA
2007-06-02;19:00;EM-Qualifikation;Deutschland;San Marino;6;0;NA
2007-06-06;20:30;EM-Qualifikation;Deutschland;Slowakei;2;1;NA
2007-08-22;21:00;Länderspiel;England;Deutschland;1;2;NA
2007-09-08;20:30;EM-Qualifikation;Wales;Deutschland;0;2;NA
2007-09-12;20:30;Länderspiel;Deutschland;Rumänien;3;1;NA
2007-10-13;20:45;EM-Qualifikation;Republik Irland;Deutschland;0;0;NA
2007-10-17;20:45;EM-Qualifikation;Deutschland;Tschechien;0;3;NA
2007-11-17;20:15;EM-Qualifikation;Deutschland;Zypern;4;0;NA
2007-11-21;20:30;EM-Qualifikation;Deutschland;Wales;0;0;NA
2008-02-06;20:30;Länderspiel;Österreich;Deutschland;0;3;NA
2008-03-26;20:45;Länderspiel;Schweiz;Deutschland;0;4;NA
2008-05-27;17:45;Länderspiel;Deutschland;Belarus;2;2;NA
2008-05-31;17:30;Länderspiel;Deutschland;Serbien;2;1;NA
2008-06-08;20:45;Europameisterschaft;Deutschland;Polen;2;0;NA
2008-06-12;18:00;Europameisterschaft;Kroatien;Deutschland;2;1;NA
2008-06-16;20:45;Europameisterschaft;Österreich;Deutschland;0;1;NA
2008-06-19;20:45;Europameisterschaft;Portugal;Deutschland;2;3;NA
2008-06-25;20:45;Europameisterschaft;Deutschland;Türkei;3;2;NA
2008-06-29;20:45;Europameisterschaft;Deutschland;Spanien;0;1;NA
2008-08-20;21:00;Länderspiel;Deutschland;Belgien;2;0;NA
2008-09-06;20:45;WM-Qualifikation (Europa);Liechtenstein;Deutschland;0;6;NA
2008-09-10;19:35;WM-Qualifikation (Europa);Finnland;Deutschland;3;3;NA
2008-10-11;20:45;WM-Qualifikation (Europa);Deutschland;Russland;2;1;NA
2008-10-15;20:45;WM-Qualifikation (Europa);Deutschland;Wales;1;0;NA
2008-11-19;20:45;Länderspiel;Deutschland;England;1;2;NA
2009-02-11;20:30;Länderspiel;Deutschland;Norwegen;0;1;NA
2009-03-28;20:00;WM-Qualifikation (Europa);Deutschland;Liechtenstein;4;0;NA
2009-04-01;20:45;WM-Qualifikation (Europa);Wales;Deutschland;0;2;NA
2009-05-29;14:00;Länderspiel;China;Deutschland;1;1;NA
2009-06-02;20:00;Länderspiel;VA Emirate;Deutschland;2;7;NA
2009-08-12;18:00;WM-Qualifikation (Europa);Aserbaidschan;Deutschland;0;2;NA
2009-09-05;20:45;Länderspiel;Deutschland;Südafrika;2;0;NA
2009-09-09;20:45;WM-Qualifikation (Europa);Deutschland;Aserbaidschan;4;0;NA
2009-10-10;17:00;WM-Qualifikation (Europa);Russland;Deutschland;0;1;NA
2009-10-14;18:00;WM-Qualifikation (Europa);Deutschland;Finnland;1;1;NA
2009-11-18;20:45;Länderspiel;Deutschland;Elfenbeinküste (Cote d’Ivoire);2;2;NA
2010-03-03;20:45;Länderspiel;Deutschland;Argentinien;0;1;NA
2010-05-13;18:00;Länderspiel;Deutschland;Malta;3;0;NA
2010-05-29;20:00;Länderspiel;Ungarn;Deutschland;0;3;NA
2010-06-03;20:30;Länderspiel;Deutschland;Bosnien-Herzegowina;3;1;NA
2010-06-13;20:30;Weltmeisterschaft;Deutschland;Australien;4;0;NA
2010-06-18;13:30;Weltmeisterschaft;Deutschland;Serbien;0;1;NA
2010-06-23;20:30;Weltmeisterschaft;Ghana;Deutschland;0;1;NA
2010-06-27;16:00;Weltmeisterschaft;Deutschland;England;4;1;NA
2010-07-03;16:00;Weltmeisterschaft;Argentinien;Deutschland;0;4;NA
2010-07-07;20:30;Weltmeisterschaft;Deutschland;Spanien;0;1;NA
2010-07-10;20:30;Weltmeisterschaft;Uruguay;Deutschland;2;3;NA
2010-08-11;20:30;Länderspiel;Dänemark;Deutschland;2;2;NA
2010-09-03;20:45;EM-Qualifikation;Belgien;Deutschland;0;1;NA
2010-09-07;20:45;EM-Qualifikation;Deutschland;Aserbaidschan;6;1;NA
2010-10-08;20:45;EM-Qualifikation;Deutschland;Türkei;3;0;NA
2010-10-12;19:00;EM-Qualifikation;Kasachstan;Deutschland;0;3;NA
2010-11-17;20:30;Länderspiel;Schweden;Deutschland;0;0;NA
2011-02-09;20:45;Länderspiel;Deutschland;Italien;1;1;NA
2011-03-26;20:00;EM-Qualifikation;Deutschland;Kasachstan;4;0;NA
2011-03-29;20:45;Länderspiel;Deutschland;Australien;1;2;NA
2011-05-29;20:00;Länderspiel;Deutschland;Uruguay;2;1;NA
2011-06-03;20:30;EM-Qualifikation;Österreich;Deutschland;1;2;NA
2011-06-07;19:00;EM-Qualifikation;Aserbaidschan;Deutschland;1;3;NA
2011-08-10;20:45;Länderspiel;Deutschland;Brasilien;3;2;NA
2011-09-02;20:45;EM-Qualifikation;Deutschland;Österreich;6;2;NA
2011-09-06;20:45;Länderspiel;Polen;Deutschland;2;2;NA
2011-10-07;20:30;EM-Qualifikation;Türkei;Deutschland;1;3;NA
2011-10-11;19:00;EM-Qualifikation;Deutschland;Belgien;3;1;NA
2011-11-11;20:45;Länderspiel;Ukraine;Deutschland;3;3;NA
2011-11-15;20:45;Länderspiel;Deutschland;Niederlande;3;0;NA
2012-02-29;20:45;Länderspiel;Deutschland;Frankreich;1;2;NA
2012-05-26;18:00;Länderspiel;Schweiz;Deutschland;5;3;NA
2012-05-31;20:30;Länderspiel;Deutschland;Israel;2;0;NA
2012-06-09;20:45;Europameisterschaft;Deutschland;Portugal;1;0;NA
2012-06-13;20:45;Europameisterschaft;Niederlande;Deutschland;1;2;NA
2012-06-17;20:45;Europameisterschaft;Dänemark;Deutschland;1;2;NA
2012-06-22;20:45;Europameisterschaft;Deutschland;Griechenland;4;2;NA
2012-06-28;20:45;Europameisterschaft;Deutschland;Italien;1;2;NA
2012-08-15;20:45;Länderspiel;Deutschland;Argentinien;1;3;NA
2012-09-07;20:45;WM-Qualifikation (Europa);Deutschland;Färöer;3;0;NA
2012-09-11;20:30;WM-Qualifikation (Europa);Österreich;Deutschland;1;2;NA
2012-10-12;20:45;WM-Qualifikation (Europa);Republik Irland;Deutschland;1;6;NA
2012-10-16;20:45;WM-Qualifikation (Europa);Deutschland;Schweden;4;4;NA
2012-11-14;20:30;Länderspiel;Niederlande;Deutschland;0;0;NA
2013-02-06;21:00;Länderspiel;Frankreich;Deutschland;1;2;NA
2013-03-22;19:00;WM-Qualifikation (Europa);Kasachstan;Deutschland;0;3;NA
2013-03-26;20:45;WM-Qualifikation (Europa);Deutschland;Kasachstan;4;1;NA
2013-05-29;20:30;Länderspiel;Deutschland;Ecuador;4;2;NA
2013-06-02;20:40;Länderspiel;USA;Deutschland;4;3;NA
2013-08-14;20:45;Länderspiel;Deutschland;Paraguay;3;3;NA
2013-09-06;20:45;WM-Qualifikation (Europa);Deutschland;Österreich;3;0;NA
2013-09-10;20:45;WM-Qualifikation (Europa);Färöer;Deutschland;0;3;NA
2013-10-11;20:45;WM-Qualifikation (Europa);Deutschland;Republik Irland;3;0;NA
2013-10-15;20:45;WM-Qualifikation (Europa);Schweden;Deutschland;3;5;NA
2013-11-15;20:45;Länderspiel;Italien;Deutschland;1;1;NA
2013-11-19;21:00;Länderspiel;England;Deutschland;0;1;NA
2014-03-05;20:45;Länderspiel;Deutschland;Chile;1;0;NA
2014-05-13;20:45;Länderspiel;Deutschland;Polen;0;0;NA
2014-06-01;20:30;Länderspiel;Deutschland;Kamerun;2;2;NA
2014-06-06;20:45;Länderspiel;Deutschland;Armenien;6;1;NA
2014-06-16;18:00;Weltmeisterschaft;Deutschland;Portugal;4;0;NA
2014-06-21;21:00;Weltmeisterschaft;Deutschland;Ghana;2;2;NA
2014-06-26;18:00;Weltmeisterschaft;USA;Deutschland;0;1;NA
2014-06-30;22:00;Weltmeisterschaft;Deutschland;Algerien;2;1;n.V.
2014-07-04;18:00;Weltmeisterschaft;Deutschland;Frankreich;1;0;NA
2014-07-08;22:00;Weltmeisterschaft;Brasilien;Deutschland;1;7;NA
2014-07-13;21:00;Weltmeisterschaft;Deutschland;Argentinien;1;0;n.V.
2014-09-03;20:45;Länderspiel;Deutschland;Argentinien;2;4;NA
2014-09-07;20:45;EM-Qualifikation;Deutschland;Schottland;2;1;NA
2014-10-11;20:45;EM-Qualifikation;Polen;Deutschland;2;0;NA
2014-10-14;20:45;EM-Qualifikation;Deutschland;Republik Irland;1;1;NA
2014-11-14;20:45;EM-Qualifikation;Deutschland;Gibraltar;4;0;NA
2014-11-18;20:45;Länderspiel;Spanien;Deutschland;0;1;NA
2015-03-25;20:30;Länderspiel;Deutschland;Australien;2;2;NA
2015-03-29;18:00;EM-Qualifikation;Georgien;Deutschland;0;2;NA
2015-06-10;20:45;Länderspiel;Deutschland;USA;1;2;NA
2015-06-13;20:45;EM-Qualifikation;Gibraltar;Deutschland;0;7;NA
2015-09-04;20:45;EM-Qualifikation;Deutschland;Polen;3;1;NA
2015-09-07;20:45;EM-Qualifikation;Schottland;Deutschland;2;3;NA
2015-10-08;20:45;EM-Qualifikation;Republik Irland;Deutschland;1;0;NA
2015-10-11;20:45;EM-Qualifikation;Deutschland;Georgien;2;1;NA
2015-11-13;21:00;Länderspiel;Frankreich;Deutschland;2;0;NA
2016-03-26;20:45;Länderspiel;Deutschland;England;2;3;NA
2016-03-29;20:45;Länderspiel;Deutschland;Italien;4;1;NA
2016-05-29;17:45;Länderspiel;Deutschland;Slowakei;1;3;NA
2016-06-04;18:00;Länderspiel;Deutschland;Ungarn;2;0;NA
2016-06-12;21:00;Europameisterschaft;Deutschland;Ukraine;2;0;NA
2016-06-16;21:00;Europameisterschaft;Deutschland;Polen;0;0;NA
2016-06-21;18:00;Europameisterschaft;Nordirland;Deutschland;0;1;NA
2016-06-26;18:00;Europameisterschaft;Deutschland;Slowakei;3;0;NA
2016-07-02;21:00;Europameisterschaft;Deutschland;Italien;6;5;i.E.
2016-07-07;21:00;Europameisterschaft;Deutschland;Frankreich;0;2;NA
2016-08-31;20:45;Länderspiel;Deutschland;Finnland;2;0;NA
2016-09-04;20:45;WM-Qualifikation (Europa);Norwegen;Deutschland;0;3;NA
2016-10-08;20:45;WM-Qualifikation (Europa);Deutschland;Tschechien;3;0;NA
2016-10-11;20:45;WM-Qualifikation (Europa);Deutschland;Nordirland;2;0;NA
2016-11-11;20:45;WM-Qualifikation (Europa);San Marino;Deutschland;0;8;NA
2016-11-15;20:45;Länderspiel;Italien;Deutschland;0;0;NA
2017-03-22;20:45;Länderspiel;Deutschland;England;1;0;NA
2017-03-26;18:00;WM-Qualifikation (Europa);Aserbaidschan;Deutschland;1;4;NA
2017-06-06;20:45;Länderspiel;Dänemark;Deutschland;1;1;NA
2017-06-10;20:45;WM-Qualifikation (Europa);Deutschland;San Marino;7;0;NA
2017-06-19;17:00;Confederations Cup;Australien;Deutschland;2;3;NA
2017-06-22;20:00;Confederations Cup;Deutschland;Chile;1;1;NA
2017-06-25;17:00;Confederations Cup;Deutschland;Kamerun;3;1;NA
2017-06-29;20:00;Confederations Cup;Deutschland;Mexiko;4;1;NA
2017-07-02;20:00;Confederations Cup;Chile;Deutschland;0;1;NA
2017-09-01;20:45;WM-Qualifikation (Europa);Tschechien;Deutschland;1;2;NA
2017-09-04;20:45;WM-Qualifikation (Europa);Deutschland;Norwegen;6;0;NA
2017-10-05;20:45;WM-Qualifikation (Europa);Nordirland;Deutschland;1;3;NA
2017-10-08;20:45;WM-Qualifikation (Europa);Deutschland;Aserbaidschan;5;1;NA
2017-11-10;21:00;Länderspiel;England;Deutschland;0;0;NA
2017-11-14;20:45;Länderspiel;Deutschland;Frankreich;2;2;NA
2018-03-23;20:45;Länderspiel;Deutschland;Spanien;1;1;NA
2018-03-27;20:45;Länderspiel;Deutschland;Brasilien;0;1;NA
2018-06-02;18:00;Länderspiel;Österreich;Deutschland;2;1;NA
2018-06-08;19:30;Länderspiel;Deutschland;Saudi-Arabien;2;1;NA
2018-06-17;17:00;Weltmeisterschaft;Deutschland;Mexiko;0;1;NA
2018-06-23;20:00;Weltmeisterschaft;Deutschland;Schweden;2;1;NA
2018-06-27;16:00;Weltmeisterschaft;Südkorea;Deutschland;2;0;NA
2018-09-06;20:45;UEFA Nations League Div. A;Deutschland;Frankreich;0;0;NA
2018-09-09;20:45;Länderspiel;Deutschland;Peru;2;1;NA
2018-10-13;20:45;UEFA Nations League Div. A;Niederlande;Deutschland;3;0;NA
2018-10-16;20:45;UEFA Nations League Div. A;Frankreich;Deutschland;2;1;NA
2018-11-15;20:45;Länderspiel;Deutschland;Russland;3;0;NA
2018-11-19;20:45;UEFA Nations League Div. A;Deutschland;Niederlande;2;2;NA
2019-03-20;20:45;Länderspiel;Deutschland;Serbien;1;1;NA
2019-03-24;20:45;EM-Qualifikation;Niederlande;Deutschland;2;3;NA
2019-06-08;20:45;EM-Qualifikation;Belarus;Deutschland;0;2;NA
2019-06-11;20:45;EM-Qualifikation;Deutschland;Estland;8;0;NA
2019-09-06;20:45;EM-Qualifikation;Deutschland;Niederlande;2;4;NA
2019-09-09;20:45;EM-Qualifikation;Nordirland;Deutschland;0;2;NA
2019-10-09;20:45;Länderspiel;Deutschland;Argentinien;2;2;NA
2019-10-13;20:45;EM-Qualifikation;Estland;Deutschland;0;3;NA
2019-11-16;20:45;EM-Qualifikation;Deutschland;Belarus;4;0;NA
2019-11-19;20:45;EM-Qualifikation;Deutschland;Nordirland;6;1;NA
2020-03-26;NA;Länderspiel;Spanien;Deutschland;NA;NA;NA
2020-03-31;NA;Länderspiel;Deutschland;Italien;NA;NA;NA
2020-05-31;NA;Länderspiel;Schweiz;Deutschland;NA;NA;NA
2020-09-03;20:45;UEFA Nations League Div. A;Deutschland;Spanien;1;1;NA
2020-09-06;20:45;UEFA Nations League Div. A;Schweiz;Deutschland;1;1;NA
2020-10-07;20:45;Länderspiel;Deutschland;Türkei;3;3;NA
2020-10-10;20:45;UEFA Nations League Div. A;Ukraine;Deutschland;1;2;NA
2020-10-13;20:45;UEFA Nations League Div. A;Deutschland;Schweiz;3;3;NA
2020-11-11;20:45;Länderspiel;Deutschland;Tschechien;1;0;NA
2020-11-14;20:45;UEFA Nations League Div. A;Deutschland;Ukraine;3;1;NA
2020-11-17;20:45;UEFA Nations League Div. A;Spanien;Deutschland;6;0;NA
2021-03-25;20:45;WM-Qualifikation (Europa);Deutschland;Island;3;0;NA
2021-03-28;20:45;WM-Qualifikation (Europa);Rumänien;Deutschland;0;1;NA
2021-03-31;20:45;WM-Qualifikation (Europa);Deutschland;Nordmazedonien;1;2;NA
2021-06-02;21:00;Länderspiel;Deutschland;Dänemark;1;1;NA
2021-06-07;20:45;Länderspiel;Deutschland;Lettland;7;1;NA
2021-06-15;21:00;Europameisterschaft;Frankreich;Deutschland;1;0;NA
2021-06-19;18:00;Europameisterschaft;Portugal;Deutschland;2;4;NA
2021-06-23;21:00;Europameisterschaft;Deutschland;Ungarn;2;2;NA
2021-06-29;18:00;Europameisterschaft;England;Deutschland;2;0;NA
2021-09-02;20:45;WM-Qualifikation (Europa);Liechtenstein;Deutschland;0;2;NA
2021-09-05;20:45;WM-Qualifikation (Europa);Deutschland;Armenien;6;0;NA
2021-09-08;20:45;WM-Qualifikation (Europa);Island;Deutschland;0;4;NA
2021-10-08;20:45;WM-Qualifikation (Europa);Deutschland;Rumänien;2;1;NA
2021-10-11;20:45;WM-Qualifikation (Europa);Nordmazedonien;Deutschland;0;4;NA
2021-11-11;20:45;WM-Qualifikation (Europa);Deutschland;Liechtenstein;9;0;NA
2021-11-14;18:00;WM-Qualifikation (Europa);Armenien;Deutschland;1;4;NA
2022-03-26;20:45;Länderspiel;Deutschland;Israel;2;0;NA
2022-03-29;20:45;Länderspiel;Niederlande;Deutschland;1;1;NA
2022-06-04;20:45;UEFA Nations League Div. A;Italien;Deutschland;1;1;NA
2022-06-07;20:45;UEFA Nations League Div. A;Deutschland;England;1;1;NA
2022-06-11;20:45;UEFA Nations League Div. A;Ungarn;Deutschland;1;1;NA
2022-06-14;20:45;UEFA Nations League Div. A;Deutschland;Italien;5;2;NA
2022-09-23;20:45;UEFA Nations League Div. A;Deutschland;Ungarn;0;1;NA
2022-09-26;20:45;UEFA Nations League Div. A;England;Deutschland;3;3;NA
2022-11-16;18:00;Länderspiel;Oman;Deutschland;0;1;NA
2022-11-23;14:00;Weltmeisterschaft;Deutschland;Japan;1;2;NA
2022-11-27;20:00;Weltmeisterschaft;Spanien;Deutschland;1;1;NA
2022-12-01;20:00;Weltmeisterschaft;Costa Rica;Deutschland;2;4;NA
2023-03-25;20:45;Länderspiel;Deutschland;Peru;2;0;NA
2023-03-28;20:45;Länderspiel;Deutschland;Belgien;2;3;NA
2023-06-12;18:00;Länderspiel;Deutschland;Ukraine;3;3;NA
2023-06-16;20:45;Länderspiel;Polen;Deutschland;1;0;NA
2023-06-20;20:45;Länderspiel;Deutschland;Kolumbien;0;2;NA
2023-09-09;20:45;Länderspiel;Deutschland;Japan;1;4;NA
2023-09-12;21:00;Länderspiel;Deutschland;Frankreich;NA;NA;NA
2023-10-14;21:00;Länderspiel;USA;Deutschland;NA;NA;NA
2023-10-18;02:00;Länderspiel;Mexiko;Deutschland;NA;NA;NA
2023-11-21;20:45;Länderspiel;Österreich;Deutschland;NA;NA;NA
2024-06-14;21:00;Europameisterschaft;Deutschland;A2;NA;NA;NA
2024-06-19;NA;Europameisterschaft;Deutschland;A3;NA;NA;NA
2024-06-23;NA;Europameisterschaft;A4;Deutschland;NA;NA;NA
